200 82199 1382683.9775788083
200 86201 1495721.1214255022
200 86200 1485911.4033526736
200 78200 1495517.2477621562
200 86198 1389207.9417619945
300 42302 2345241.779041183
300 54300 1901642.1460773482
300 54301 2055422.29725051
300 46301 2123233.1656551706
300 54300 2210343.492044188
100 157752 839844.6702609132
100 169694 861893.0669204568
100 169761 986887.0742455585
100 173807 886610.5988136273
100 161785 853958.1188367212
400 30409 2856032.6267223493
400 34401 2853649.467486409
400 38402 2522450.921931137
400 34401 2766855.407604423
500 26502 3896128.23926496
400 34406 2529085.6995872636
500 26501 3611588.0306403562
500 26501 3436869.3200633926
500 30501 2985991.21402577
500 30501 3594181.762729088
600 18602 3992649.14036125
600 22601 3765705.4771027802
600 22603 4417872.782595229
700 10700 5363892.05242992
700 18701 6119931.20661996
600 22602 3679882.010883994
700 18700 4620917.3910695175
600 22600 4504204.280840686
700 18702 4386465.51112183
800 14800 4529604.140945954
700 18701 4386756.753970394
800 6802 4303119.606439287
800 14801 5029690.917302891
900 14901 6414759.354204424
800 14804 5379862.614293442
900 10900 5730901.4148623925
800 14800 5380222.414121611
900 14900 5450718.213489948
900 6901 5673757.157948126
900 6900 4798847.162318848
1000 7000 5286566.696285719
1000 7001 6278227.740322803
1000 11000 6308174.996181837
1100 11100 6668328.395855862
1000 11000 5467147.556545441
1000 11000 6308220.570272716
1100 11100 5957971.898108142
1100 7100 5767674.649859158
1200 7200 6241817.477361101
1100 11100 6667883.090180186
1100 11101 5957820.588055133
1200 7200 6241792.587916648
1200 7201 6241963.200666582
1200 7200 6241650.120972237
1200 7200 6241860.3472222155
1300 7301 6709147.670182156
1300 7300 6709105.69931506
1300 7300 6709189.925753432
1300 7300 8067448.0869863015
1300 7300 6709238.990821923
