200 86198 1355411.6384602906
200 86200 1387060.431995351
200 86200 1343386.7111020677
200 86201 1408664.6935186298
200 82199 1359850.9205586358
300 54300 1901584.2622651937
300 54301 2055351.5405793637
300 54299 2107274.4561778293
300 54300 2107749.7323020115
100 173764 821237.541113239
100 169761 802804.7882964967
100 169694 772350.4814666403
100 173807 832078.3602041308
100 173717 761841.2722416322
400 30409 2855971.5498043247
400 34401 2853568.4274585154
400 38402 2425553.7151450617
300 54300 2210246.973407005
400 34406 2636996.610649289
500 26502 3086127.5707871118
500 26501 3086083.080600754
400 34406 2529058.687845128
500 30501 3137945.3872987772
500 30501 3289798.011081609
600 18602 3498941.605580038
600 22601 3765551.6723153857
600 22602 3679759.006725074
500 30501 2985896.1921576364
700 18703 4386492.103940554
600 22600 3765818.7705752207
700 18701 4386547.95059092
700 18700 4620744.0120320935
600 22603 3679327.1966553126
700 18702 4039662.2173029645
800 14803 4529249.2839288935
700 18701 4039787.9525693846
800 14803 4528855.50604607
800 14801 4529151.329099399
800 14801 5029366.322275522
800 14804 4528868.608957044
900 14901 5044878.598953082
900 10900 5730805.9463303005
900 6901 5673757.157948126
900 14900 5045019.30120806
1000 7000 5286566.696285719
900 10901 4967162.658104767
1000 11002 5467086.1461552465
1000 11000 6097642.556727275
1000 11000 6308220.570272716
1100 11100 5957804.69459458
1000 11002 5466469.006453361
1100 11100 5957971.898108142
1100 11101 5957362.339789222
1200 7200 6241817.477361101
1200 7200 6241407.42875
1200 7201 6241770.587279549
1100 11100 6667539.486936948
1200 7200 6241457.533055562
1300 7301 6709147.670182156
1200 7200 6241860.3472222155
1300 7300 6709105.69931506
1100 7100 5767137.453943674
1300 7300 6708778.463561651
1300 7300 6709199.548630147
1300 7300 6709238.990821923
