200 86201 1430465.598310928
200 82199 1382649.835119644
200 86200 1464145.2118793356
200 78200 1447583.602698213
200 86198 1355444.2555279818
300 42302 2146895.9592690575
300 54301 2055422.29725051
300 54300 1901622.8429834228
300 46301 2088380.970626988
300 54300 2210266.298158408
100 169694 800309.1578370561
100 173807 886610.5988136273
100 161785 803987.3175263526
100 157752 839840.1794272097
100 169761 881165.3123980252
400 30409 2855971.5498043247
400 34401 2853622.4121101135
400 34401 2637123.1000552336
400 38402 2522402.5141919637
500 26502 3370755.2842804305
400 34406 2529058.687845128
500 26501 3086083.080600754
500 30501 3385493.4084456237
500 30501 2985972.1886167736
500 30501 3594048.7853185185
600 18602 3499053.8041608357
700 10707 5363565.3530400805
600 22603 3925532.3618988628
600 22602 3679882.010883994
600 22601 3765705.4771027802
600 22600 3765818.7705752207
700 18701 4733213.094914703
700 18700 4620917.3910695175
700 18702 4039748.942359106
700 18701 4386713.39858833
800 14800 4529479.090540554
800 14800 5380222.414121611
800 6802 4302847.462364022
800 14801 5029690.917302891
900 10900 5730901.4148623925
800 14804 5029207.832747897
900 14901 5450480.125092276
900 6901 5673757.157948126
900 14900 5045158.987785251
1000 7000 5286566.696285719
1000 7001 6278227.740322803
1000 11000 6308174.996181837
900 10901 4967258.115677447
1100 11100 6668328.395855862
1000 11002 5466679.264588257
1000 11000 6308220.570272716
1100 11100 5957971.898108142
1100 7100 5767495.521267606
1100 11101 5957591.475903105
1200 7200 6241817.477361101
1200 7201 6241963.200666582
1200 7200 6241792.587916648
1100 11100 6667883.090180186
1200 7200 6241457.533055562
1200 7200 6241860.3472222155
1300 7300 6709105.69931506
1300 7301 6709147.670182156
1300 7300 6708778.463561651
1300 7300 8067448.0869863015
1300 7300 6709238.990821923
