200 86198 1355368.1838093582
200 82199 1301729.542476189
200 86201 1343462.7823922853
200 86200 1343585.3124709958
200 86200 1321608.6218677568
300 54299 2107274.4561778293
300 54301 2055300.1611572509
300 54300 2210234.126335171
300 54300 2004638.6156906078
300 54300 1901507.055174946
100 169694 749967.0910226621
100 173807 793707.6660261112
100 169761 802803.389412159
100 173764 799329.5129428467
100 173717 745473.2977543842
400 30409 2855895.1075010835
400 38401 2812873.6520663407
500 26502 3086127.5707871118
400 38402 2425505.355840838
500 30502 3080741.783522411
500 30501 3137664.4224123647
400 34406 2636942.602743701
500 30501 2985708.457296485
500 30501 2985858.177863029
400 38404 2522050.9117800323
600 22602 3519478.2163082934
600 22604 3765390.3045478705
600 22603 3679204.1114011416
700 18701 4039583.512004709
700 18700 4620744.0120320935
600 22604 3679618.015837906
600 22600 3765818.7705752207
700 18703 4386492.103940554
700 18702 4039662.2173029645
800 14803 4529124.228061882
800 14801 4529026.299439231
800 14803 4528855.50604607
900 14901 5044878.598953082
800 14801 5029366.322275522
800 14804 4528868.608957044
900 10900 5730423.896055052
900 14900 5044879.515167773
900 10900 5521134.338899068
700 18701 4039787.9525693846
900 10901 4967162.658104767
1000 7000 5286566.696285719
1000 11002 5467086.1461552465
1000 11000 6097642.556727275
1100 11100 5957575.584864885
1000 11002 5466258.902654036
1100 11100 5957513.621711721
1000 11000 6307694.923454523
1100 11101 5957362.339789222
1100 7100 5767137.453943674
1200 7200 6241432.139305537
1200 7202 6240637.309497377
1200 7201 6241770.587279549
1100 11100 6667539.486936948
1300 7301 6708941.950417762
1200 7200 6241457.533055562
1200 7200 6241667.7444444485
1300 7301 6708392.694699356
1300 7300 6708778.463561651
1300 7300 6709199.548630147
1300 7300 6709238.990821923
