200 86200 1529446.5994895576
200 82202 1395278.6106907383
200 78200 1495541.2015728976
200 82199 1486521.150877752
200 86201 1560978.6420691197
300 42302 2345258.282941695
300 54300 2107750.432338843
300 54301 2209840.4886097754
300 46301 2304463.8472603266
100 169694 861910.617104909
100 161785 853961.7817288316
100 157752 851900.3080721645
100 169761 1026204.0988389577
100 173807 935787.3319544106
300 54300 2261907.790589299
400 30402 3223081.9781593108
400 34401 2853649.467486409
400 34401 2766882.434028077
400 38402 2774241.8501380137
500 26502 3896281.374839634
500 26501 3787066.762197652
400 30402 2855999.418656666
500 26501 3436913.128900794
500 22501 3583355.8636949416
500 30501 3290284.4038883992
600 18602 3992910.6931512747
600 22601 3765705.4771027802
600 22602 3926082.342757278
600 22601 4418171.435555953
700 10700 5364346.517663579
600 22600 4504419.466238956
700 18701 7056860.542270474
800 14800 5030343.624797279
700 18702 5080109.018233342
700 18701 4386973.426073503
800 14800 5380222.414121611
800 6802 4303119.606439287
800 14801 5029753.485642865
700 18700 4621090.707860984
800 14801 7081610.014661178
900 10900 5730901.4148623925
900 14901 6414899.137977325
900 0 0
900 14900 5450718.213489948
1000 3000 4626868.317333346
1000 7000 6278621.565714277
1000 7001 6278227.740322803
900 6900 4798847.162318848
1100 11100 6668328.395855862
1100 11100 6668330.497837846
1000 11000 5467147.556545441
1000 11000 6308325.7272727415
1100 11101 6668162.691649403
1200 7200 6241792.587916648
1200 7200 7474761.599444444
1100 7100 5767674.649859158
1200 7201 6241963.200666582
1100 11100 8295053.389009009
1200 3200 5548822.38375
1200 7200 6241842.686527774
1300 3300 6010017.116666654
1300 7300 8067359.468356164
1300 0 0
1300 0 0
1300 7300 6709189.925753432
