200 86201 1300007.414902358
200 86200 1343585.3124709958
200 82199 1301706.7583060565
200 86198 1343404.8999976628
200 86200 1278147.4492459246
300 54301 2003785.5915360674
300 54299 1952806.996427189
300 54300 1953145.2895580095
300 54300 1901449.1635359104
300 54300 2055758.738121553
100 169694 713378.2555010909
100 169761 752266.3316191572
100 173764 717214.0910200075
100 173807 744448.3185314747
100 173717 734507.5421921841
400 38402 2425456.9394042166
400 34404 2810140.3826299226
400 38404 2618747.8876939826
400 38401 2812849.440665618
500 26502 2976624.990642226
500 30502 3080608.6773982076
500 30501 2985708.457296485
400 38404 2425225.506874287
500 30501 3137569.44175599
600 22603 3679173.346237225
500 30501 2985763.0766532235
600 22604 3765267.276411257
600 22602 3519478.2163082934
600 22604 3679525.8081755387
600 22600 3765818.7705752207
700 18703 4039730.603806876
700 18701 4039540.189615527
700 18700 4620744.0120320935
700 18703 4039402.9282468054
800 14803 4528999.137066789
800 14801 4529026.299439231
800 14801 5029366.322275522
900 14901 5044878.598953082
800 14804 4528743.477100794
700 18701 4039787.9525693846
900 14900 5603522.790268462
900 14900 5044879.515167773
800 14803 4528855.50604607
900 10900 4966584.5955963135
1000 11000 6097642.556727275
900 14900 5045145.375167794
1000 11002 5466365.616251577
1000 11002 5466258.902654036
1000 11002 6307284.084257386
1100 11100 5957575.584864885
1100 11100 5957284.528198217
1000 11002 5466770.818578432
1100 11101 5957247.777947911
1100 11100 5957403.471621627
1200 7202 6241239.645376273
1200 7201 6241385.369948616
1200 7200 6241457.533055562
1100 11100 5957228.706306316
1200 7203 6240993.698875464
1300 7301 6708186.955759467
1300 7303 6708339.138436272
1200 7202 6240637.309497377
1300 7301 6708271.252568143
1300 7302 6708390.767050126
1300 7300 6708416.011643832
