250 33251 931463.1686565821
250 29252 617808.2875359006
250 31251 620585.9772167217
250 31250 590850.4720639986
200 35201 533443.7435016067
200 41202 680695.3649094722
200 37201 572552.5483185988
200 41200 513196.52048543654
200 41201 595457.0808718238
150 57151 572878.6332522569
150 57151 420757.76565589325
150 57150 427907.2927909007
150 55151 383485.4559300838
150 55152 379172.2496192324
300 17300 804587.7155491327
300 21300 745621.5780281641
300 23302 1021999.2645266581
250 33250 659657.5595789453
350 23350 762514.336702355
350 21351 768175.6531310013
350 23352 925894.497173691
300 27302 1005885.4788293905
300 27301 663984.7849529302
100 83102 268328.00034896604
100 83102 281713.28412072064
400 15400 898565.415259741
100 87100 298815.4218254856
350 23351 949182.5907669906
400 19401 985845.3186433687
100 87101 271349.28809083987
100 87102 315487.60338453366
400 19400 908870.0080412367
350 15350 1078366.1080130287
400 17401 1136682.2944083647
450 17451 1056532.2867457469
450 9450 1076347.5538624316
450 17451 1154715.7033407788
450 13451 914653.095903651
450 15451 1181970.2988803382
400 19401 963263.0972114865
500 13501 1221711.6590622885
500 13500 1006054.1150370362
550 9550 1112318.4515183282
550 9550 1360247.0091099476
500 11500 1181056.652347825
550 7550 1214857.9849006622
500 11500 1079783.4624347754
500 15501 2265705.2441132884
600 11600 1271096.5476724182
550 13551 1430876.0736477047
550 13550 1977177.4158671591
600 11600 1399396.0983620642
600 11600 1271095.5715517239
650 0 0
650 11650 1450319.4023175961
600 9600 1996209.2361458333
600 9601 1472732.6542026906
650 3650 1124721.1038356172
650 9650 1565796.2331606252
650 9650 1461391.7743005175
50 170981 145875.57975447705
50 170971 157725.93756836018
50 168970 144046.66165000136
50 168994 144522.41984330773
50 170980 142496.5693355964
