50 358983 901.4597460046878 82016 13087.315282967049
50 358977 901.4005214818814 82028 13089.274642857077
50 358992 901.5153931006793 82022 13088.18966208798
100 359104 882.1040422830157 158481 25704.020760988562
100 359103 882.0415089820998 158489 25705.23988736222
100 359104 882.0553210212083 158484 25704.466986263335
150 359153 873.8699356541654 234942 38320.111115384745
150 359154 873.8309471702938 234948 38321.002175822985
150 359153 873.7959616096882 234951 38321.53597802276
200 359202 865.6355365504605 311411 50937.372637363245
200 359203 865.59903452922 311412 50937.6763763735
200 359204 865.6582916671197 311409 50937.100870879854
