250 67252 310593.092458221
250 69252 365488.3447553858
250 69251 354169.0864825033
250 69251 300539.4673723108
200 81202 258871.76277677904
200 87202 241315.29393821198
200 87200 289909.3051490862
200 87200 300698.2650114682
200 87200 339213.2519036735
150 113150 211961.1177905431
150 115152 231873.92084375414
150 117152 205929.15188814505
150 117152 190202.0879114323
150 117152 222527.97076447777
300 57301 376119.1871346042
300 53302 463423.09684439586
300 49302 378319.1371749631
350 49350 418824.7635461007
250 69251 323117.10408514005
350 49352 464791.26691927365
300 51300 480357.45419103315
350 47350 492796.02029567055
300 55301 418094.9715375856
400 33401 458267.1953534325
400 41400 441870.5636956527
400 41401 611699.8798338196
100 175101 165405.05237548365
100 177101 152431.3598398579
350 49351 514513.9618244802
100 177101 138911.79220331917
100 175102 155157.57380269916
100 173101 162892.4631804553
350 49352 468528.52676689863
400 41401 665835.4931523359
450 31450 523083.01421303675
450 35452 612487.8590488565
450 29451 703427.0212556494
500 29501 595435.4352055842
450 33450 500171.6985052318
400 43401 573870.0301145054
500 31501 856497.9813974149
450 37451 731521.0124429223
500 31500 690122.6302222221
550 29550 660619.7575296101
500 31500 542237.3445714362
500 29500 585528.8196271214
550 27550 878650.1123048996
550 25551 638843.347814177
550 29550 594916.6869712331
550 27550 828696.6510344835
600 27600 863930.9768840537
600 23600 732399.3210169512
600 27600 789775.7108333309
600 27600 648142.9338768135
650 19650 853772.9364376585
600 27600 665016.5467028966
650 25650 714939.6238986346
650 25650 895153.3773099412
650 21650 719026.9692840629
650 13650 739081.0989010966
50 344998 72729.7560246719
50 342994 73849.59565765012
50 342988 79800.17159200761
50 340985 74736.60914409731
50 344982 72751.27957690418
