50 358992 901.5153931006793 82022 13088.18966208798
50 358983 901.4597460046878 82016 13087.315282967049
50 358977 901.4005214818814 82028 13089.274642857077
100 359104 882.1040422830157 158481 25704.020760988562
100 359104 882.0553210212083 158484 25704.466986263335
100 359103 882.0415089820998 158489 25705.23988736222
400 227404 1298.5630287945505 393226 101404.72276724053
400 227401 1298.9790898017243 393209 101404.6235301716
400 227402 1297.7910440541662 393212 101401.84598275875
150 359153 873.7959616096882 234951 38321.53597802276
150 359153 873.8699356541654 234942 38320.111115384745
150 359154 873.8309471702938 234948 38321.002175822985
350 261351 1149.000179834794 392359 88787.0728830191
350 261350 1152.7433939162045 392433 88787.05378867971
350 261351 1149.520212281539 392387 88785.0641584901
200 359202 865.6355365504605 311411 50937.372637363245
200 359204 865.6582916671197 311409 50937.100870879854
200 359203 865.59903452922 311412 50937.6763763735
300 303303 1004.8881382643755 392894 76170.44314285646
300 303302 1004.8749332348614 392894 76170.16303571385
300 303304 1005.0612586711678 392901 76171.62599999718
250 359253 857.4154648673822 387873 63553.62424450543
250 359253 857.3971769198959 387878 63554.49653846156
250 359253 857.4649926374906 387869 63553.00078021992
450 201526 1448.4151027658704 392614 114021.4711601942
450 203451 1444.4689876186392 392604 114018.684475728
450 201564 1442.7234327558558 392604 114018.65745631079
500 181504 1589.335799761988 393371 126636.98239247312
500 181502 1590.8217981068938 393388 126636.702188172
600 151600 1865.4917414248132 393075 151867.7226903194
500 181501 1587.0225122726256 393392 126634.03344623669
600 151600 1869.6369591028993 393071 151869.77117419426
550 165550 1727.90612503774 393069 139250.42284615012
650 139650 1993.610490511996 392685 164480.8991538479
550 165550 1732.9813107822292 393079 139254.40347929194
650 139650 2000.3288292158973 392695 164485.02853845988
600 151601 1866.0526447714678 393068 151867.48438064774
550 165550 1731.3186831772828 393087 139254.3510828434
650 139650 1998.8247189402102 392692 164484.07492307576
