50 358988 901.365920309314 82018 13087.619717032914
50 358977 901.4005214818814 82028 13089.274642857077
50 358983 901.4597460046878 82016 13087.315282967049
50 358987 901.0588349995961 82018 13087.595390109596
50 358992 901.5153931006793 82022 13088.18966208798
100 359104 882.0553210212083 158484 25704.466986263335
100 359104 882.1040422830157 158481 25704.020760988562
100 359103 882.0415089820998 158489 25705.23988736222
100 359102 881.8091350089952 158485 25704.571244505263
100 359104 881.999223066298 158483 25704.366898351385
150 359154 873.8309471702938 234948 38321.002175822985
200 301205 1030.2996862602001 261789 50936.86114052363
150 359154 873.7684503026557 234945 38320.524673076885
150 359153 873.7959616096882 234951 38321.53597802276
150 359153 873.8699356541654 234942 38320.111115384745
150 359151 873.5905120687422 234947 38320.78253846277
250 241252 1259.399428813062 262095 63554.78545528455
200 302161 1030.056502990147 261786 50936.25096405235
200 301210 1030.6892699445996 261791 50937.24560130724
250 241252 1260.1308300034564 262099 63553.26128455281
300 201302 1497.6393528131684 261635 76169.69288349453
200 301208 1031.3003273485178 261791 50937.37210130722
300 201304 1492.5134969995513 261658 76166.94181553465
250 241252 1258.485330691556 262084 63550.859841463396
250 241253 1262.5677815405368 262087 63550.677804878054
250 241252 1262.0538689834896 262092 63556.41658536585
300 201303 1494.2360123793505 261667 76169.54304854527
300 201303 1496.7688310655983 261628 76169.02722330113
350 173352 1724.9910528866114 261842 88786.21314689156
200 301236 1030.252997649665 261785 50936.198049019455
300 201301 1497.4991083005093 261612 76170.83506795917
350 173351 1722.3622015448411 261869 88787.17225988877
350 173351 1724.7645932241405 261712 88786.5433333348
350 173352 1727.0764859938195 261753 88791.12163276687
400 151402 1952.6657772024153 262429 101403.44168387185
350 173350 1726.3748197288687 261740 88783.751757064
400 151400 1955.7206010568032 262381 101405.70562580567
400 151401 1951.8599745047895 262376 101402.79204516223
450 133452 2165.971480382439 262490 114021.45266666684
450 133453 2167.941342644903 262492 114017.60633333315
450 133452 2170.354067380023 262473 114017.73283333374
400 151402 1947.57141253088 262401 101399.06886451757
450 133453 2168.121151266754 262490 114019.50749999942
500 119824 2391.170883963135 262360 126638.75203225804
450 133453 2170.9070084599252 262480 114017.55866666678
400 151400 1950.7322457067344 262427 101402.31052903306
550 109550 2598.831036056618 262669 139252.44288495596
500 119732 2391.205909865375 262356 126636.98103225812
500 119508 2380.8783763430124 262355 126635.57116935481
550 109552 2595.9742861836935 262685 139252.56154867355
550 109550 2591.9800821543 262673 139250.38306195047
550 109550 2589.4520858055685 262666 139249.3509115048
500 119645 2386.8504492457223 262355 126636.98715322584
600 99602 2800.528463283858 262711 151867.8904519193
600 99603 2792.6923586638727 262694 151864.06869230713
550 109550 2591.3388863533046 262671 139252.3175044265
500 119504 2383.0260828089063 262355 126634.01236290325
650 91652 2995.246399423902 262937 164485.35826041416
650 91652 3009.390640684364 262894 164486.35708333025
600 99602 2805.13591092548 262674 151870.9021249972
650 91651 2988.2494135361317 262947 164480.82797916382
650 91653 3000.569408530001 262910 164483.0549062484
650 91653 2996.087733080209 262915 164481.7003020826
600 99601 2801.531410327189 262740 151867.63745192508
600 99602 2792.5599285154863 262682 151866.05620192055
